DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA ,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
100209900,04/16/2010 12:00:00 AM,04/16/2010 12:00:00 AM,1530,2,Rampart,237,1,480,BIKE - STOLEN,0344 0345,16,M,H,721.0,HIGH SCHOOL,,,AA,Adult Arrest,480.0,,,,WITMER,BEVERLY,34.0622,-118.2607
100118618,10/13/2010 12:00:00 AM,10/13/2010 12:00:00 AM,1000,1,Central,154,2,624,BATTERY - SIMPLE ASSAULT,0416 1802 1804,37,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,500 S  LOS ANGELES                  ST,,34.0461,-118.2476
100118621,10/13/2010 12:00:00 AM,10/13/2010 12:00:00 AM,1515,1,Central,134,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,25,M,H,101.0,STREET,,,IC,Invest Cont,440.0,,,,300 S  BROADWAY,,34.051,-118.248
100118626,10/14/2010 12:00:00 AM,10/12/2010 12:00:00 AM,2141,1,Central,152,2,624,BATTERY - SIMPLE ASSAULT,1501,23,M,B,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,,,,OLIVE,6TH,34.0481,-118.2542
100118628,10/13/2010 12:00:00 AM,10/13/2010 12:00:00 AM,2110,1,Central,171,2,624,BATTERY - SIMPLE ASSAULT,0400 2000,28,F,W,109.0,PARK/PLAYGROUND,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,900 S  FIGUEROA                     ST,,34.0462,-118.2628
100118629,10/13/2010 12:00:00 AM,10/13/2010 12:00:00 AM,1600,1,Central,153,1,210,ROBBERY,0305 0352 0344 0408 1402,0,,,201.0,JEWELRY STORE,102.0,HAND GUN,IC,Invest Cont,210.0,998.0,,,600 S  HILL                         ST,,34.0474,-118.2531
100118630,10/13/2010 12:00:00 AM,10/13/2010 12:00:00 AM,2100,1,Central,171,2,888,TRESPASSING,,0,M,W,503.0,HOTEL,,,IC,Invest Cont,888.0,,,,800 W  OLYMPIC                      BL,,34.045,-118.264
100118632,10/14/2010 12:00:00 AM,10/14/2010 12:00:00 AM,20,1,Central,139,2,624,BATTERY - SIMPLE ASSAULT,0416 1300 2000,25,F,A,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,,,,2ND,HEWITT                       ST,34.0472,-118.2361
100118633,10/13/2010 12:00:00 AM,10/13/2010 12:00:00 AM,2140,1,Central,153,2,943,CRUELTY TO ANIMALS,0909,57,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,943.0,,,,200 W  6TH                          ST,,34.046,-118.2509
100118634,10/13/2010 12:00:00 AM,10/13/2010 12:00:00 AM,300,1,Central,154,2,624,BATTERY - SIMPLE ASSAULT,0416,29,M,O,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,6TH,MAIN,34.0446,-118.249
100118635,10/13/2010 12:00:00 AM,10/13/2010 12:00:00 AM,300,1,Central,143,2,624,BATTERY - SIMPLE ASSAULT,0416,26,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,6TH,MAIN,34.3775,-118.527
100118637,10/13/2010 12:00:00 AM,10/13/2010 12:00:00 AM,1400,1,Central,192,1,210,ROBBERY,0104 0305 0344 0355 0432 0443 1237 1251 1259 1309,15,M,H,210.0,RESTAURANT/FAST FOOD,511.0,VERBAL THREAT,IC,Invest Cont,210.0,,,,FLOWER                       ST,WASHINGTON                   BL,34.0338,-118.2708
100118639,10/14/2010 12:00:00 AM,10/13/2010 12:00:00 AM,2100,1,Central,155,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,44,M,H,102.0,SIDEWALK,,,IC,Invest Cont,440.0,,,,MAPLE                        AV,6TH                          ST,34.0439,-118.2479
100118644,10/14/2010 12:00:00 AM,04/28/2010 12:00:00 AM,800,1,Central,128,2,649,DOCUMENT FORGERY / STOLEN FELONY,1822,40,M,H,602.0,BANK,,,IC,Invest Cont,649.0,,,,300 E  1ST                          ST,,34.0504,-118.2409
100118647,10/14/2010 12:00:00 AM,10/14/2010 12:00:00 AM,110,1,Central,154,2,624,BATTERY - SIMPLE ASSAULT,0416,22,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,,,,500 S  SPRING                       ST,,34.0474,-118.2496
100118648,10/13/2010 12:00:00 AM,10/11/2010 12:00:00 AM,300,1,Central,174,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416,35,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,626.0,,,,700 S  SPRING                       ST,,34.0445,-118.2523
100118650,10/14/2010 12:00:00 AM,10/14/2010 12:00:00 AM,1215,1,Central,171,2,888,TRESPASSING,,34,M,W,503.0,HOTEL,,,IC,Invest Cont,888.0,,,,900 W  OLYMPIC                      BL,,34.0454,-118.2657
100118653,10/14/2010 12:00:00 AM,10/14/2010 12:00:00 AM,1105,1,Central,135,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0416 0421 0429,47,F,H,504.0,OTHER RESIDENCE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,930.0,,,,300 S  LOS ANGELES                  ST,,34.0485,-118.2447
100118654,10/14/2010 12:00:00 AM,10/13/2010 12:00:00 AM,1810,1,Central,151,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0601,50,F,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,341.0,,,,500 S  FIGUEROA                     ST,,34.0523,-118.2572
100118668,10/14/2010 12:00:00 AM,10/05/2010 12:00:00 AM,1200,1,Central,185,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1606,23,F,H,101.0,STREET,,,IC,Invest Cont,420.0,,,,12TH                         ST,SANTEE                       ST,34.036,-118.2568
100118670,10/14/2010 12:00:00 AM,10/14/2010 12:00:00 AM,1730,1,Central,176,1,210,ROBBERY,0302 0337 0416 0429,56,M,H,203.0,OTHER BUSINESS,102.0,HAND GUN,IC,Invest Cont,210.0,,,,600 E  8TH                          ST,,34.0394,-118.2496
100118673,10/14/2010 12:00:00 AM,10/14/2010 12:00:00 AM,1315,1,Central,143,2,946,OTHER MISCELLANEOUS CRIME,,39,M,O,203.0,OTHER BUSINESS,,,AA,Adult Arrest,946.0,,,,400 S  BROADWAY,,34.0495,-118.2494
100118674,10/14/2010 12:00:00 AM,10/14/2010 12:00:00 AM,1710,1,Central,163,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,0,M,B,101.0,STREET,,,AA,Adult Arrest,440.0,,,,7TH                          ST,SPRING                       ST,34.0449,-118.2528
100118678,10/14/2010 12:00:00 AM,10/14/2010 12:00:00 AM,2030,1,Central,156,2,624,BATTERY - SIMPLE ASSAULT,0416 2000,40,F,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,LOS ANGELES                  ST,6TH                          ST,34.0446,-118.249
100118685,10/14/2010 12:00:00 AM,10/14/2010 12:00:00 AM,1900,1,Central,152,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,52,M,W,738.0,LIBRARY,,,IC,Invest Cont,745.0,,,,600 W  5TH                          ST,,34.0502,-118.254
100118688,10/14/2010 12:00:00 AM,10/07/2010 12:00:00 AM,1100,1,Central,166,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0400,56,F,B,102.0,SIDEWALK,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,600 S  SAN PEDRO                    ST,,34.0423,-118.2452
100118691,10/14/2010 12:00:00 AM,10/14/2010 12:00:00 AM,930,1,Central,181,1,330,BURGLARY FROM VEHICLE,0344 1300 1608,37,M,W,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,1200 S  FIGUEROA                     ST,,34.0423,-118.2666
100118696,10/14/2010 12:00:00 AM,10/14/2010 12:00:00 AM,900,1,Central,181,1,330,BURGLARY FROM VEHICLE,0344 1202 1307 1609,63,M,W,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,1200 S  FIGUEROA                     ST,,34.0423,-118.2666
100118700,10/14/2010 12:00:00 AM,10/14/2010 12:00:00 AM,2310,1,Central,153,2,624,BATTERY - SIMPLE ASSAULT,0416,31,M,H,503.0,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,500 S  SPRING                       ST,,34.0474,-118.2496
100210425,04/25/2010 12:00:00 AM,04/24/2010 12:00:00 AM,2300,2,Rampart,247,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,BURLINGTON,3RD,34.0605,-118.2694
100118702,10/15/2010 12:00:00 AM,10/14/2010 12:00:00 AM,2300,1,Central,118,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,0,M,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,745.0,,,,BROADWAY,COLLEGE,34.0646,-118.2372
100118704,10/15/2010 12:00:00 AM,10/13/2010 12:00:00 AM,1450,1,Central,156,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,40,M,H,710.0,OTHER PREMISE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,,,,500 S  SAN PEDRO                    ST,,34.0442,-118.2439
100118710,10/14/2010 12:00:00 AM,10/14/2010 12:00:00 AM,900,1,Central,127,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0369 0443 0913 1309,51,F,H,710.0,OTHER PREMISE,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,300 N  LOS ANGELES                  ST,,34.0534,-118.2409
100118713,10/15/2010 12:00:00 AM,10/14/2010 12:00:00 AM,1900,1,Central,101,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,CENTENNIAL,ALPINE,34.0661,-118.2463
100118721,10/15/2010 12:00:00 AM,10/15/2010 12:00:00 AM,400,1,Central,161,1,330,BURGLARY FROM VEHICLE,0344 0358 1402 1609,28,M,O,101.0,STREET,,,IC,Invest Cont,330.0,998.0,,,8TH                          ST,FRANCISCO                    ST,34.0487,-118.2627
100118725,10/15/2010 12:00:00 AM,10/14/2010 12:00:00 AM,1900,1,Central,185,1,310,BURGLARY,0344,36,M,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,310.0,,,,100 E  OLYMPIC                      BL,,34.0405,-118.2567
100118729,10/15/2010 12:00:00 AM,10/14/2010 12:00:00 AM,1120,1,Central,134,2,946,OTHER MISCELLANEOUS CRIME,,42,M,W,102.0,SIDEWALK,,,IC,Invest Cont,946.0,,,,300 S  BROADWAY,,34.051,-118.248
100118731,10/15/2010 12:00:00 AM,10/14/2010 12:00:00 AM,1800,1,Central,111,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,45,M,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,745.0,,,,100    PASEO DE LA PLAZA,,34.0565,-118.2395
100118739,10/15/2010 12:00:00 AM,10/14/2010 12:00:00 AM,1700,1,Central,143,1,310,BURGLARY,0344 1202,62,F,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,310.0,,,,400 S  BROADWAY,,34.0495,-118.2494
100328414,12/20/2010 12:00:00 AM,12/20/2010 12:00:00 AM,1430,3,Southwest,396,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,900 W  41ST                         ST,,34.0092,-118.29
100118743,10/15/2010 12:00:00 AM,10/15/2010 12:00:00 AM,1900,1,Central,135,1,210,ROBBERY,0342 0344 0370,50,M,H,108.0,PARKING LOT,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210.0,,,,300 S  MAIN                         ST,,34.0496,-118.2458
100118751,10/15/2010 12:00:00 AM,10/15/2010 12:00:00 AM,1835,1,Central,163,1,210,ROBBERY,0344 0408 0416,43,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210.0,,,,700 S  SPRING                       ST,,34.0445,-118.2523
100118756,10/15/2010 12:00:00 AM,10/15/2010 12:00:00 AM,1645,1,Central,111,2,888,TRESPASSING,,32,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,888.0,,,,600 N  HILL                         ST,,34.0591,-118.2412
100118759,10/15/2010 12:00:00 AM,10/14/2010 12:00:00 AM,1900,1,Central,101,1,330,BURGLARY FROM VEHICLE,0321 0344 1402 1601,42,M,H,101.0,STREET,,,IC,Invest Cont,330.0,998.0,,,800    CENTENNIAL                   ST,,34.0652,-118.2468
100118761,10/15/2010 12:00:00 AM,10/15/2010 12:00:00 AM,1400,1,Central,185,1,330,BURGLARY FROM VEHICLE,0344 0358 1605,0,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,9TH                          ST,LOS ANGELES                  ST,34.0401,-118.2533
100118762,10/15/2010 12:00:00 AM,10/14/2010 12:00:00 AM,1940,1,Central,142,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0319 0421,48,M,W,702.0,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,930.0,,,,400 S  FLOWER                       ST,,34.0529,-118.2549
100118764,10/15/2010 12:00:00 AM,10/15/2010 12:00:00 AM,1030,1,Central,195,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,45,M,B,101.0,STREET,,,IC,Invest Cont,420.0,,,,17TH                         ST,LOS ANGELES                  ST,34.0323,-118.2621
100118771,10/15/2010 12:00:00 AM,10/15/2010 12:00:00 AM,2100,1,Central,127,2,623,BATTERY POLICE (SIMPLE),0417 0906 1212,0,M,H,726.0,POLICE FACILITY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,623.0,,,,100 N  LOS ANGELES                  ST,,34.0515,-118.2424
100118772,10/15/2010 12:00:00 AM,10/15/2010 12:00:00 AM,2100,1,Central,127,2,623,BATTERY POLICE (SIMPLE),0417 1212,0,M,H,726.0,POLICE FACILITY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,623.0,,,,100 N  LOS ANGELES                  ST,,34.0515,-118.2424
100118777,10/16/2010 12:00:00 AM,10/16/2010 12:00:00 AM,140,1,Central,155,1,210,ROBBERY,0342 0344 0416 0417 0429,57,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,5TH,MAPLE,34.0454,-118.2466
100118778,10/16/2010 12:00:00 AM,10/14/2010 12:00:00 AM,1615,1,Central,162,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1237,19,F,W,402.0,MARKET,,,IC,Invest Cont,341.0,,,,600 W  9TH                          ST,,34.0451,-118.2604
100118779,10/16/2010 12:00:00 AM,10/15/2010 12:00:00 AM,115,1,Central,162,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,67,M,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,745.0,,,,500 W  7TH                          ST,,34.0467,-118.2556
100118780,10/16/2010 12:00:00 AM,10/14/2010 12:00:00 AM,1935,1,Central,181,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,46,M,W,713.0,CONVENTION CENTER,,,IC,Invest Cont,341.0,,,,1200 S  FIGUEROA                     ST,,34.0423,-118.2666
100118781,10/16/2010 12:00:00 AM,10/15/2010 12:00:00 AM,2200,1,Central,101,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,FIGUEROA                     TR,BEAUDRY,34.0689,-118.2459
100118784,10/16/2010 12:00:00 AM,10/16/2010 12:00:00 AM,240,1,Central,111,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,18,M,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,745.0,,,,600 N  BROADWAY,,34.0586,-118.2402
100118787,10/16/2010 12:00:00 AM,10/15/2010 12:00:00 AM,2215,1,Central,121,1,330,BURGLARY FROM VEHICLE,0344 1609,22,F,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,TEMPLE,FREMONT,34.0607,-118.2494
100118788,10/16/2010 12:00:00 AM,10/15/2010 12:00:00 AM,2230,1,Central,121,1,330,BURGLARY FROM VEHICLE,0344 1609,19,F,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,FREMONT,TEMPLE,34.0607,-118.2494
100118789,10/15/2010 12:00:00 AM,10/15/2010 12:00:00 AM,1400,1,Central,185,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0377,30,F,W,405.0,CLOTHING STORE,,,IC,Invest Cont,440.0,,,,300 E  12TH                         ST,,34.0363,-118.2573
100118790,10/15/2010 12:00:00 AM,10/15/2010 12:00:00 AM,2000,1,Central,101,2,624,BATTERY - SIMPLE ASSAULT,0416,15,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,900 N  BEAUDRY                      AV,,34.0674,-118.2468
100118795,10/16/2010 12:00:00 AM,10/10/2010 12:00:00 AM,2000,1,Central,185,1,350,"THEFT, PERSON",0346 0344 0400,41,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350.0,,,,BROADWAY,12TH                         ST,34.0382,-118.2603
100118796,10/16/2010 12:00:00 AM,10/16/2010 12:00:00 AM,1400,1,Central,163,1,220,ATTEMPTED ROBBERY,0202 0337 0400 0416 0906,28,M,H,102.0,SIDEWALK,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,220.0,,,,700 S  HILL                         ST,,34.0459,-118.2545
100118797,10/16/2010 12:00:00 AM,10/16/2010 12:00:00 AM,1245,1,Central,164,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 1243 2000,20,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,600 S  MAIN                         ST,,34.0453,-118.2499
100118799,10/16/2010 12:00:00 AM,10/16/2010 12:00:00 AM,1630,1,Central,157,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 1402 1814 2000,43,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",201.0,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,230.0,998.0,,,600    CROCKER                      ST,,34.0417,-118.2443
100118801,10/16/2010 12:00:00 AM,10/16/2010 12:00:00 AM,1620,1,Central,153,1,440,THEFT PLAIN - PETTY ($950 & UNDER),,45,F,H,406.0,OTHER STORE,,,IC,Invest Cont,440.0,,,,500 S  BROADWAY,,34.0481,-118.2507
100118803,10/16/2010 12:00:00 AM,10/16/2010 12:00:00 AM,1640,1,Central,162,1,440,THEFT PLAIN - PETTY ($950 & UNDER),,21,M,H,404.0,DEPARTMENT STORE,,,IC,Invest Cont,440.0,,,,700 W  7TH                          ST,,34.048,-118.2577
100118809,10/16/2010 12:00:00 AM,10/16/2010 12:00:00 AM,2045,1,Central,165,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,27,M,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,745.0,,,,200 E  7TH                          ST,,34.0433,-118.2504
100118810,10/16/2010 12:00:00 AM,10/16/2010 12:00:00 AM,2240,1,Central,152,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0104 0324,43,F,B,406.0,OTHER STORE,,,IC,Invest Cont,440.0,,,,700 W  7TH                          ST,,34.048,-118.2577
100118811,10/16/2010 12:00:00 AM,10/16/2010 12:00:00 AM,1615,1,Central,185,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0104 0325,27,F,O,201.0,JEWELRY STORE,,,AO,Adult Other,440.0,,,,200 E  OLYMPIC                      BL,,34.0396,-118.2558
100118876,10/18/2010 12:00:00 AM,10/15/2010 12:00:00 AM,830,1,Central,192,1,330,BURGLARY FROM VEHICLE,0344 0377 1302 1609,33,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,1400 S  OLIVE                        ST,,34.0366,-118.2643
100118812,10/16/2010 12:00:00 AM,10/16/2010 12:00:00 AM,230,1,Central,182,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,28,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341.0,,,,900 S  FLOWER                       ST,,34.0458,-118.2614
100118813,10/17/2010 12:00:00 AM,10/17/2010 12:00:00 AM,130,1,Central,162,2,624,BATTERY - SIMPLE ASSAULT,0400 0416,24,M,H,207.0,BAR/COCKTAIL/NIGHTCLUB,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,800 S  HILL                         ST,,34.0445,-118.2558
100118814,10/17/2010 12:00:00 AM,10/16/2010 12:00:00 AM,500,1,Central,151,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,53,M,H,702.0,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,440.0,,,,600 S  FIGUEROA                     ST,,34.0509,-118.2585
100118815,10/16/2010 12:00:00 AM,10/15/2010 12:00:00 AM,920,1,Central,135,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1606,38,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,100 E  3RD                          ST,,34.0496,-118.2458
100118816,10/16/2010 12:00:00 AM,10/16/2010 12:00:00 AM,1600,1,Central,135,1,210,ROBBERY,0325 0400,52,F,O,406.0,OTHER STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,200 S  LOS ANGELES                  ST,,34.0503,-118.2433
100118820,10/17/2010 12:00:00 AM,10/16/2010 12:00:00 AM,1215,1,Central,176,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0104 0325,55,F,O,406.0,OTHER STORE,,,IC,Invest Cont,341.0,,,,800    MAPLE                        AV,,34.0408,-118.2511
100118822,10/17/2010 12:00:00 AM,10/17/2010 12:00:00 AM,244,1,Central,138,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0419,56,F,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,BOYD,LOS ANGELES,34.0472,-118.2442
100118823,10/17/2010 12:00:00 AM,10/16/2010 12:00:00 AM,1600,1,Central,111,1,330,BURGLARY FROM VEHICLE,0344 1605,22,M,O,101.0,STREET,,,IC,Invest Cont,330.0,,,,ALPINE,YALE                         ST,34.0632,-118.2408
100118825,10/17/2010 12:00:00 AM,10/16/2010 12:00:00 AM,2200,1,Central,192,1,310,BURGLARY,0344 1402 1607,54,F,W,702.0,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,310.0,998.0,,,1400 S  GRAND                        AV,,34.0372,-118.2654
100118826,10/17/2010 12:00:00 AM,10/16/2010 12:00:00 AM,2100,1,Central,142,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,5TH                          ST,HILL                         ST,34.0489,-118.2519
100118828,10/15/2010 12:00:00 AM,10/15/2010 12:00:00 AM,1305,1,Central,123,2,946,OTHER MISCELLANEOUS CRIME,0421 0432,27,M,B,725.0,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,946.0,,,,200 W  TEMPLE                       ST,,34.0549,-118.2426
100118831,10/17/2010 12:00:00 AM,10/15/2010 12:00:00 AM,2335,1,Central,171,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,FLOWER,11TH,34.043,-118.2641
100118832,10/17/2010 12:00:00 AM,10/17/2010 12:00:00 AM,600,1,Central,152,1,310,BURGLARY,1402 1607,28,M,H,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,310.0,998.0,,,800    WILSHIRE                     BL,,34.0494,-118.2581
100118833,10/17/2010 12:00:00 AM,10/17/2010 12:00:00 AM,100,1,Central,153,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,54,F,B,207.0,BAR/COCKTAIL/NIGHTCLUB,,,IC,Invest Cont,440.0,,,,500 S  SPRING                       ST,,34.0474,-118.2496
100118835,10/17/2010 12:00:00 AM,10/17/2010 12:00:00 AM,1215,1,Central,185,2,946,OTHER MISCELLANEOUS CRIME,,0,M,H,102.0,SIDEWALK,,,AA,Adult Arrest,946.0,,,,1100    MAPLE                        AV,,34.0371,-118.2551
100118836,10/17/2010 12:00:00 AM,10/17/2010 12:00:00 AM,1215,1,Central,185,2,946,OTHER MISCELLANEOUS CRIME,,0,M,H,101.0,STREET,,,AA,Adult Arrest,946.0,,,,1100    MAPLE                        AV,,34.0371,-118.2551
100118837,10/17/2010 12:00:00 AM,10/17/2010 12:00:00 AM,1630,1,Central,127,2,946,OTHER MISCELLANEOUS CRIME,9999,0,M,B,726.0,POLICE FACILITY,,,IC,Invest Cont,946.0,,,,100 N  LOS ANGELES                  ST,,34.0515,-118.2424
100118839,10/17/2010 12:00:00 AM,10/17/2010 12:00:00 AM,145,1,Central,159,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0913,41,M,W,733.0,BAR/SPORTS BAR (OPEN DAY & NIGHT),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,1300    PALMETTO                     ST,,34.0402,-118.2329
100118840,10/17/2010 12:00:00 AM,10/17/2010 12:00:00 AM,1500,1,Central,121,1,330,BURGLARY FROM VEHICLE,0344 0358 1307 1609,26,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,FREMONT                      AV,1ST                          ST,34.0589,-118.2527
100118841,10/17/2010 12:00:00 AM,10/17/2010 12:00:00 AM,1130,1,Central,143,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,30,F,H,102.0,SIDEWALK,,,IC,Invest Cont,341.0,,,,400 S  BROADWAY,,34.0495,-118.2494
100118842,10/17/2010 12:00:00 AM,10/14/2010 12:00:00 AM,1530,1,Central,171,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0319,42,M,W,503.0,HOTEL,,,AO,Adult Other,956.0,,,,900 W  OLYMPIC                      BL,,34.0454,-118.2657
